Age,Lon,Lat,Distance
154.00,-20.60,24.15,2841.24
154.00,-73.85,24.35,-3049.32
154.00,-73.70,24.50,-3048.90
154.00,-73.60,24.65,-3048.40
154.00,-73.50,24.80,-3066.18
154.00,-73.40,25.00,-3084.85
154.00,-19.92,25.17,2819.42
154.00,-73.49,26.18,-3168.66
154.00,-18.98,26.55,2831.12
154.00,-18.80,26.75,2842.24
154.00,-72.99,26.85,-3154.03
154.00,-72.93,26.94,-3149.90
154.00,-18.62,26.98,2854.52
154.00,-72.84,27.05,-3148.98
154.00,-18.55,27.07,2853.46
154.00,-18.30,27.12,2879.05
154.00,-72.80,27.19,-3150.00
154.00,-72.75,27.22,-3145.52
154.00,-18.23,27.28,2881.32
154.00,-72.68,27.32,-3140.74
154.00,-72.62,27.36,-3135.46
154.00,-72.48,27.64,-3134.29
154.00,-17.80,27.91,2895.32
154.00,-17.80,28.01,2889.82
154.00,-72.50,28.33,-3179.77
154.00,-72.33,28.50,-3175.33
154.00,-17.23,28.99,2885.48
154.00,-72.13,29.00,-3187.03
154.00,-16.92,29.09,2906.24
154.00,-72.13,29.22,-3208.11
154.00,-16.75,29.25,2912.12
154.00,-72.08,29.30,-3211.50
154.00,-16.57,29.39,2916.78
154.00,-72.00,29.42,-3215.70
154.00,-16.44,29.44,2926.22
154.00,-71.92,29.50,-3213.32
154.00,-71.92,29.52,-3214.30
154.00,-71.85,29.63,-3211.27
154.00,-16.16,29.71,2942.69
154.00,-71.77,29.73,-3206.89
154.00,-71.70,29.81,-3202.01
154.00,-71.60,29.91,-3192.13
154.00,-15.79,29.93,2978.40
