Age,Lon,Lat,Distance
41.3890,-156.5733,-68.5782,2236.2459
41.3890,-156.5221,-68.5560,2237.3228
40.1300,-156.9156,-68.4716,2178.3719
43.7890,-158.8141,-68.4483,1970.1794
40.1300,-156.8490,-68.4422,2179.6657
43.7890,-158.7443,-68.4199,1972.0253
40.1300,-156.7942,-68.4193,2180.9944
38.4260,-157.0496,-68.4096,2151.6768
38.4260,-156.9733,-68.3809,2154.1596
38.4260,-156.9182,-68.3612,2156.1466
43.7890,-158.4884,-68.3357,1982.7331
41.3890,-159.3209,-68.2789,1882.1973
34.6550,-157.5388,-68.2544,2068.3975
41.3890,-159.2462,-68.2480,1884.0600
41.3890,-159.1905,-68.2256,1885.5810
34.6550,-157.4600,-68.2226,2070.5259
34.6550,-157.4048,-68.2030,2072.5500
40.1300,-159.5290,-68.2003,1844.2631
33.5450,-157.7277,-68.1961,2036.5559
40.1300,-159.4626,-68.1720,1845.7585
33.5450,-157.6376,-68.1639,2039.8217
40.1300,-159.4145,-68.1518,1846.9033
33.0580,-157.8992,-68.1303,2005.1069
33.5450,-157.5131,-68.1182,2044.0959
33.0580,-157.8303,-68.1010,2006.6640
38.4260,-159.8509,-68.0860,1787.0368
33.0580,-157.7772,-68.0826,2008.7054
38.4260,-159.7930,-68.0605,1788.1812
38.4260,-159.7439,-68.0427,1789.9085
30.9390,-158.8212,-68.0417,1888.6403
30.4790,-158.9530,-67.9737,1860.9989
30.9390,-158.4851,-67.9426,1904.9902
30.0980,-159.0965,-67.9202,1834.9838
30.9390,-158.4178,-67.9139,1906.5009
34.6550,-160.3638,-67.9011,1695.3147
30.9390,-158.3726,-67.8977,1908.1346
30.4790,-158.6861,-67.8775,1870.5057
33.5450,-160.4380,-67.8768,1682.5244
34.6550,-160.3080,-67.8708,1695.2748
34.6550,-160.2634,-67.8528,1696.4839
33.5450,-160.3845,-67.8479,1682.5229
30.4790,-158.6211,-67.8472,1871.4517
33.0580,-160.5503,-67.8427,1663.7093
30.4790,-158.5801,-67.8325,1872.9293
30.0980,-158.8124,-67.8321,1847.9367
29.4010,-159.3495,-67.8301,1789.9568
33.5450,-160.3385,-67.8299,1683.8766
33.0580,-160.4892,-67.8119,1664.1448
30.0980,-158.7532,-67.8048,1848.8642
33.0580,-160.4408,-67.7927,1665.5134
30.0980,-158.7099,-67.7902,1850.6122
29.4010,-159.0986,-67.7445,1799.8482
29.4010,-159.0420,-67.7131,1799.6810
29.4010,-159.0011,-67.6962,1800.7087
28.7450,-159.3096,-67.6792,1764.2597
28.7450,-159.2531,-67.6475,1764.0140
28.7450,-159.2116,-67.6296,1764.9173
30.9390,-161.1625,-67.6233,1554.4862
28.2830,-159.4910,-67.6230,1733.6485
30.9390,-161.1060,-67.5963,1555.1779
28.2830,-159.4351,-67.5922,1733.5135
27.9720,-159.6133,-67.5849,1712.9672
30.4790,-161.2838,-67.5829,1533.4570
30.9390,-161.0660,-67.5796,1556.1409
28.2830,-159.3895,-67.5741,1734.8076
27.9720,-159.5596,-67.5543,1712.6350
30.4790,-161.2243,-67.5541,1534.1098
30.0980,-161.3851,-67.5467,1515.3869
30.4790,-161.1788,-67.5372,1535.6225
27.9720,-159.5163,-67.5357,1713.5933
30.0980,-161.3293,-67.5158,1515.2426
30.0980,-161.2906,-67.4999,1516.2268
27.0270,-159.8815,-67.4912,1665.5852
29.4010,-161.6258,-67.4642,1473.2059
27.0270,-159.8286,-67.4611,1665.2766
27.0270,-159.7855,-67.4449,1666.6774
29.4010,-161.5774,-67.4294,1471.4761
26.5540,-160.0910,-67.4239,1629.7460
29.4010,-161.5383,-67.4098,1471.7690
28.7450,-161.8068,-67.4010,1441.2391
26.5540,-160.0373,-67.3929,1629.3504
26.5540,-159.9930,-67.3761,1630.7555
28.7450,-161.7625,-67.3645,1438.7359
28.2830,-161.9936,-67.3524,1411.5555
25.8230,-160.3657,-67.3316,1581.9622
28.2830,-161.9620,-67.3196,1408.4253
25.8230,-160.3119,-67.3006,1581.5704
25.8230,-160.2742,-67.2859,1582.7031
27.9720,-162.1666,-67.2731,1377.2500
27.0270,-162.3817,-67.2693,1353.4383
28.7450,-161.6095,-67.2557,1433.5240
26.5540,-162.4914,-67.2401,1335.8710
24.8350,-160.6604,-67.2369,1531.5462
27.0270,-162.3445,-67.2315,1349.9109
27.0270,-162.3168,-67.2134,1349.2770
26.5540,-162.4502,-67.2062,1333.5515
24.8350,-160.6110,-67.2051,1530.5278
28.2830,-161.8063,-67.1938,1400.1254
24.8350,-160.5734,-67.1864,1530.8407
26.5540,-162.4115,-67.1833,1333.1430
24.0585,-160.8228,-67.1823,1503.2920
25.8230,-162.7485,-67.1733,1295.0432
24.0585,-160.7790,-67.1509,1501.7469
25.8230,-162.7075,-67.1462,1294.0437
24.0585,-160.7423,-67.1327,1502.0666
24.8350,-163.0149,-67.1118,1254.2484
23.0690,-161.0449,-67.1052,1464.1549
24.8350,-162.9813,-67.0835,1252.2303
23.0690,-161.0051,-67.0740,1462.2266
24.0585,-163.2493,-67.0547,1217.7768
23.0690,-160.9649,-67.0543,1462.6106
25.8230,-162.5642,-67.0515,1290.5973
24.0585,-163.2083,-67.0234,1215.9513
23.0690,-163.5173,-66.9945,1177.0745
24.8350,-162.8382,-66.9862,1248.2362
23.0690,-163.4700,-66.9664,1176.5678
21.1580,-161.6241,-66.9469,1370.6029
24.0585,-163.0890,-66.9396,1212.0934
21.1580,-161.5921,-66.9172,1368.1371
21.1580,-161.5631,-66.9003,1367.9010
23.0690,-163.3484,-66.8839,1173.2226
20.1310,-161.9872,-66.8671,1315.8159
20.1310,-161.9517,-66.8355,1313.3496
21.1580,-164.0465,-66.8311,1087.8756
20.1310,-161.9217,-66.8178,1313.0529
19.0480,-162.3118,-66.7839,1264.4988
20.1310,-164.3058,-66.7706,1048.0540
19.0480,-162.2760,-66.7560,1262.7840
18.2810,-162.5101,-66.7401,1234.5184
19.0480,-162.2412,-66.7385,1263.0251
21.1580,-163.9235,-66.7260,1080.1823
18.2810,-162.4739,-66.7107,1232.5654
19.0480,-164.5989,-66.7017,1002.9396
18.2810,-162.4351,-66.6897,1232.5633
20.1310,-164.2066,-66.6710,1038.9017
17.4460,-162.8166,-66.6690,1187.5311
18.2810,-164.8150,-66.6501,969.5180
17.4460,-162.7849,-66.6417,1185.5119
17.4460,-165.1488,-66.6315,930.0333
19.0480,-164.4573,-66.6207,1002.0287
16.6410,-163.0570,-66.6190,1151.8323
17.4460,-162.7426,-66.6165,1185.0424
16.1535,-163.1110,-66.6070,1143.6458
16.1535,-163.1110,-66.6070,1143.6458
16.6410,-163.0196,-66.5883,1149.7385
18.2810,-164.7540,-66.5828,962.6873
17.4460,-165.1094,-66.5793,923.8867
16.6410,-165.3760,-66.5768,894.8058
16.1535,-163.0715,-66.5763,1141.7898
16.1535,-163.0715,-66.5763,1141.7898
16.6410,-162.9815,-66.5657,1149.3256
16.1535,-163.0351,-66.5540,1141.2663
16.1535,-163.0351,-66.5540,1141.2663
16.1535,-165.5110,-66.5443,873.8743
16.1535,-165.5110,-66.5443,873.8743
16.6410,-165.2990,-66.5336,894.4786
15.0945,-163.5293,-66.5084,1079.2165
16.1535,-165.4279,-66.5019,874.3602
16.1535,-165.4279,-66.5019,874.3602
15.0945,-163.4924,-66.4781,1077.1516
15.0945,-163.4568,-66.4592,1077.2169
16.1535,-165.3570,-66.4527,872.1870
16.1535,-165.3570,-66.4527,872.1870
16.6410,-165.1514,-66.4395,891.6084
15.0945,-165.9910,-66.4364,800.9724
14.3950,-163.8469,-66.4300,1029.5988
16.1535,-165.2806,-66.4078,871.4578
16.1535,-165.2806,-66.4078,871.4578
14.3950,-163.8126,-66.4009,1027.4826
15.0945,-165.8753,-66.4002,806.1854
14.3950,-163.7783,-66.3807,1027.1425
14.3950,-166.2888,-66.3584,753.5461
15.0945,-165.7630,-66.3568,809.6033
13.0650,-164.2486,-66.3327,967.1908
12.2925,-164.6866,-66.3285,919.3899
14.3950,-166.1752,-66.3146,757.0239
13.0650,-164.2191,-66.3041,964.6665
10.9490,-165.4126,-66.3023,836.3445
13.0650,-164.1841,-66.2828,964.1854
10.9490,-165.3327,-66.2780,840.0833
12.2925,-164.6166,-66.2725,915.7692
10.9490,-165.2858,-66.2441,838.3766
13.0650,-166.7097,-66.2277,682.4430
12.2925,-164.5826,-66.2203,909.0436
10.9490,-165.2045,-66.1983,837.9940
13.0650,-166.6336,-66.1734,679.8220
9.7400,-165.9734,-66.1693,749.7926
10.9490,-165.1381,-66.1499,835.4972
12.2925,-166.9555,-66.1453,639.7257
9.7400,-165.9148,-66.1282,747.9099
13.0650,-166.5779,-66.1274,676.6548
10.9490,-165.0635,-66.1025,834.0783
9.7400,-165.8494,-66.0994,749.2000
8.8620,-166.2291,-66.0951,707.6351
12.2925,-166.8776,-66.0944,637.9653
9.7400,-165.7807,-66.0563,748.0028
8.8620,-166.1674,-66.0543,706.1443
12.2925,-166.8186,-66.0536,636.1851
8.8620,-166.1100,-66.0187,705.2257
9.7400,-165.6948,-66.0123,748.4710
7.8610,-166.5962,-65.9865,646.6990
8.8620,-166.0218,-65.9801,707.0133
10.9490,-167.4058,-65.9751,557.6344
9.7400,-165.6216,-65.9642,746.7629
7.8610,-166.5120,-65.9489,648.2564
10.9490,-167.3708,-65.9473,555.8599
8.8620,-165.9406,-65.9377,707.2955
10.9490,-167.2733,-65.9152,559.9361
7.8610,-166.4446,-65.9121,648.1716
6.5670,-167.1215,-65.9021,573.6091
8.8620,-165.8522,-65.8937,708.0317
7.8610,-166.3671,-65.8708,648.2755
6.5670,-167.0254,-65.8602,575.5881
9.7400,-167.8245,-65.8407,486.0356
6.5670,-166.9324,-65.8267,578.9036
7.8610,-166.2972,-65.8255,646.7699
9.7400,-167.7927,-65.8163,484.5979
5.8940,-167.4058,-65.8138,525.5838
8.8620,-168.0930,-65.7878,446.7381
7.8610,-166.2057,-65.7849,648.5140
6.5670,-166.8460,-65.7844,579.7632
5.8940,-167.3015,-65.7793,529.9122
9.7400,-167.7600,-65.7661,478.1303
6.5670,-166.7722,-65.7444,579.7287
5.8940,-167.2093,-65.7414,532.2678
8.8620,-168.0516,-65.7343,440.5477
5.1050,-167.7418,-65.7103,468.9954
6.5670,-166.7009,-65.7032,579.1878
7.8610,-168.3882,-65.6952,396.6898
5.8940,-167.1207,-65.6939,532.3301
5.1050,-167.6517,-65.6745,471.5431
6.5670,-166.6165,-65.6601,579.6740
5.8940,-167.0463,-65.6580,533.1745
5.1050,-167.5565,-65.6428,475.4521
7.8610,-168.3552,-65.6390,389.0623
5.8940,-166.9515,-65.6252,536.8221
7.8610,-168.3323,-65.6242,388.5772
5.1050,-167.5077,-65.6170,475.5585
4.2350,-168.0868,-65.6061,411.3031
7.8610,-168.2949,-65.5989,387.5606
5.1050,-167.4443,-65.5912,477.2302
5.8940,-166.8497,-65.5899,540.7236
4.2350,-168.0100,-65.5713,412.6234
6.5670,-168.8235,-65.5559,322.3421
5.1050,-167.3770,-65.5513,476.5187
4.2350,-167.9259,-65.5452,416.4549
6.5670,-168.7469,-65.5177,322.9655
5.1050,-167.2962,-65.5165,478.2679
4.2350,-167.8645,-65.5119,416.4221
4.2350,-167.7832,-65.4817,419.1388
6.5670,-168.6851,-65.4815,322.3994
5.1050,-167.2228,-65.4760,478.0912
5.8940,-169.1474,-65.4563,267.8259
4.2350,-167.7117,-65.4465,419.8114
3.5800,-168.2660,-65.4431,359.7051
3.5800,-168.2283,-65.4321,361.5618
4.2350,-167.6285,-65.4124,421.9570
3.5800,-168.1894,-65.4088,361.1033
5.8940,-169.1065,-65.4054,262.0984
5.8940,-169.0236,-65.3778,265.5033
4.2350,-167.5399,-65.3754,424.1054
3.5800,-168.1131,-65.3746,362.4893
5.8940,-168.9456,-65.3466,267.6675
3.5800,-168.0525,-65.3394,361.9932
3.5800,-167.9755,-65.3032,363.0568
2.5810,-168.9010,-65.2994,263.0718
5.1050,-169.5851,-65.2977,189.3864
3.5800,-167.8976,-65.2712,365.0514
2.5810,-168.8202,-65.2703,265.9535
5.1050,-169.4987,-65.2635,191.8552
2.5810,-168.7624,-65.2489,267.8989
5.1050,-169.4027,-65.2340,196.2871
2.5810,-168.7244,-65.2340,269.0129
5.1050,-169.3128,-65.2061,200.3829
2.5810,-168.6576,-65.1983,269.0823
2.5810,-168.6009,-65.1713,269.7972
4.2350,-169.9235,-65.1498,123.7194
1.8600,-169.1684,-65.1458,203.8848
2.5810,-168.5101,-65.1345,272.2212
1.8600,-169.1100,-65.1255,206.1132
4.2350,-169.8379,-65.1183,126.6389
1.8600,-169.0566,-65.1043,207.6266
2.5810,-168.4348,-65.0986,273.1622
4.2350,-169.7631,-65.0827,127.5858
1.8600,-168.9842,-65.0737,209.3096
3.5800,-170.1607,-65.0483,78.1215
1.8600,-168.9163,-65.0474,211.3645
1.8600,-168.8562,-65.0168,211.7287
3.5800,-170.0855,-65.0135,79.2703
1.8600,-168.7758,-64.9900,215.0245
3.5800,-170.0149,-64.9791,80.0053
2.5810,-170.5210,-64.8300,-3.8805
2.5810,-170.4183,-64.8107,3.2963
1.8600,-170.7761,-64.7149,-54.0996
1.8600,-170.7068,-64.6884,-51.9343
1.8600,-170.6535,-64.6572,-60.2067
1.8600,-170.6991,-64.4840,-99.8022
1.8600,-170.6391,-64.4646,-98.2763
1.8600,-170.5747,-64.4340,-98.3890
1.8600,-170.4997,-64.4098,-95.1393
1.8600,-170.4367,-64.3802,-94.2455
2.5810,-170.9747,-64.3714,-153.6711
2.5810,-170.9198,-64.3518,-151.6658
1.8600,-170.3741,-64.3507,-93.3749
2.5810,-170.8507,-64.3198,-150.5932
2.5810,-170.7559,-64.3070,-142.9634
