,Distance,Depth,Magnetic_Anomaly
409,-902.06,4522,-115.11872420065578
410,-901.69,4515,-119.18494161021101
411,-901.32,4524,-121.06318874758097
412,-900.95,4518,-120.90818399651636
413,-900.58,4526,-118.57384409895732
414,-900.21,4530,-113.59001072478912
415,-899.84,4528,-105.5796445266943
416,-899.47,4521,-98.19365160903148
417,-899.11,4532,-91.23342612378262
418,-898.74,4518,-82.7625844174727
419,-898.37,4524,-70.30637186236444
420,-898.0,4522,-58.26220852430379
421,-897.63,4531,-46.24191538783095
422,-897.27,4535,-31.454828060593826
423,-896.91,4549,-17.338136308289556
424,-896.54,4542,-2.316098976501605
425,-896.18,4542,14.258702651195732
426,-895.82,4526,30.317125617105155
427,-895.46,4528,47.860905533073385
428,-895.1,4525,66.21579986535204
429,-894.74,4515,82.62622208838756
430,-894.37,4520,101.94365866670995
431,-894.01,4514,121.65310694116678
432,-893.65,4510,137.91938718159167
433,-893.29,4511,157.50633104778606
434,-892.92,4508,172.83136738627667
435,-892.56,4504,187.57492878257625
436,-892.19,4507,202.3428012367124
437,-891.83,4513,213.22025131789357
438,-891.46,4499,222.75962218843807
439,-891.09,4504,230.1093520996996
440,-890.73,4490,235.79636342879155
441,-890.36,4486,241.6317401058297
442,-890.0,4492,245.90583729090855
443,-889.63,4483,246.46838362984548
444,-889.26,4474,246.47483389008374
445,-888.9,4478,244.3637172876372
446,-888.54,4484,242.20966632275656
447,-888.17,4462,238.55915394834815
448,-887.81,4458,234.5519176670744
449,-887.45,4452,229.56802985456756
450,-887.09,4454,224.14113468786002
451,-886.73,4454,219.67977455892049
452,-886.37,4440,214.74390683825274
453,-886.01,4433,209.7878565039813
454,-885.64,4429,206.80819591175035
455,-885.27,4415,205.75499828356712
456,-884.91,4439,203.10628127942695
457,-884.55,4406,204.39365279440415
458,-884.18,4403,204.6439493109777
459,-883.82,4401,206.91604310368518
460,-883.45,4390,211.19716874436108
461,-883.09,4395,214.94554056915214
462,-882.73,4382,219.34504585381663
463,-882.36,4378,224.62035163534506
464,-882.0,4385,227.92237285384778
465,-881.64,4374,231.8095170124323
466,-881.28,4376,235.95279732288208
467,-880.91,4380,238.0396106545209
468,-880.55,4382,239.26150267801313
469,-880.19,4403,241.3452425109981
470,-879.83,4400,242.92761991833973
471,-879.47,4391,240.6662821422638
472,-879.11,4393,239.06690719797666
473,-878.75,4394,237.10563059051708
474,-878.39,4396,232.77516348905175
475,-878.03,4395,227.1183115367828
476,-877.67,4394,223.42018308547065
477,-877.32,4397,219.46395446321682
478,-876.96,4405,212.9854280917594
479,-876.59,4400,208.18580641298146
480,-876.23,4401,202.25519001941763
481,-875.87,4404,197.9750702818127
482,-875.51,4408,190.50860081490904
483,-875.15,4419,185.00248437634573
484,-874.79,4416,180.101474144067
485,-874.44,4421,176.505613084589
486,-874.08,4422,172.92979329865346
487,-873.72,4425,168.7802133929271
488,-873.36,4432,166.46446360441843
489,-873.0,4435,163.49890352853524
490,-872.64,4440,160.8732647122181
491,-872.28,4442,159.62473655251816
492,-871.92,4453,159.3324194780231
493,-871.55,4456,158.99827193496975
494,-871.19,4463,157.86284761019948
495,-870.83,4466,156.96938363891908
496,-870.46,4473,154.47438124359186
497,-870.09,4473,152.36923729311786
498,-869.73,4474,150.6251623754886
499,-869.36,4477,147.3098686763633
500,-869.0,4495,144.01847121206788
501,-868.63,4508,138.52768350982362
502,-868.26,4514,134.15395100277146
503,-867.89,4523,130.2363765589833
504,-867.53,4524,124.88158227221466
505,-867.17,4525,118.40536277996017
506,-866.8,4539,111.60474723822205
507,-866.43,4529,104.81370352427709
508,-866.07,4514,98.07843986281358
509,-865.7,4519,90.2612862466631
510,-865.33,4511,82.40414867094316
511,-864.97,4521,74.45952131902635
512,-864.61,4527,66.51634421902676
513,-864.24,4515,58.615327694149165
514,-863.87,4519,51.79885679211822
515,-863.51,4524,44.88854180608088
516,-863.15,4523,38.8660717224984
517,-862.78,4523,32.78386989063374
518,-862.42,4522,27.095597762963582
519,-862.06,4523,23.20722761624659
520,-861.7,4523,21.99921312728767
521,-861.34,4531,20.012840420952465
522,-860.98,4527,19.928236412489795
523,-860.61,4521,19.02824380422927
524,-860.25,4524,21.08305750938697
525,-859.88,4525,22.97146368256714
526,-859.52,4522,25.763236680159316
527,-859.16,4524,27.307811120928683
528,-858.8,4522,30.57843627758247
529,-858.43,4525,32.16840319847451
530,-858.07,4531,34.54150172988029
531,-857.71,4525,36.13115886984114
532,-857.34,4524,37.434454456585634
533,-856.98,4528,38.46258581023497
534,-856.61,4527,37.33984798975601
535,-856.25,4527,36.74612323842884
536,-855.88,4532,34.44256012108277
537,-855.52,4524,31.071152316628655
538,-855.15,4526,26.81200034037218
539,-854.79,4524,20.90186014622917
540,-854.43,4524,14.069154337644513
541,-854.06,4524,7.2258557331618505
542,-853.69,4520,-0.408598247043777
543,-853.33,4523,-7.4957092238840275
544,-852.96,4522,-14.052884012673267
545,-852.6,4531,-21.536747585064337
546,-852.23,4528,-28.466064180312436
547,-851.86,4527,-33.69664696512167
548,-851.5,4529,-37.821946327508776
549,-851.13,4523,-43.83478197643516
550,-850.76,4521,-48.75372789094021
551,-850.39,4525,-53.76801666030513
552,-850.02,4526,-59.24813086923078
553,-849.65,4521,-64.33489098593152
554,-849.28,4526,-70.19256011071244
555,-848.91,4529,-75.62651751103274
556,-848.54,4530,-80.67796177826902
557,-848.17,4524,-84.51995412069412
558,-847.8,4525,-85.61911379939204
559,-847.43,4527,-83.86045530874726
560,-847.06,4527,-81.48864399049609
561,-846.69,4515,-74.43580817329835
562,-846.32,4529,-67.1982293273655
563,-845.95,4542,-55.934997275848666
564,-845.58,4539,-41.024501978782475
565,-845.21,4534,-24.03168841241044
566,-844.83,4531,-6.924799562665726
567,-844.46,4517,13.920176281935312
568,-844.09,4502,36.5808268529116
569,-843.71,4496,56.52965325174011
570,-843.34,4492,77.18722546755613
571,-842.97,4492,99.88737090581608
572,-842.6,4542,121.54491689233485
573,-842.22,4514,141.94581416067214
574,-841.85,4529,163.58368189061943
575,-841.47,4519,185.26943656423526
576,-841.1,4449,205.56692071184528
577,-840.73,4376,224.06476982739497
578,-840.35,4345,242.90229355870423
579,-839.97,4321,258.9134587248679
580,-839.6,4308,272.8969567487534
581,-839.23,4292,287.9854278377004
582,-838.85,4288,302.5989632379317
583,-838.48,4259,314.74645093977944
584,-838.1,4248,327.09529300001594
585,-837.73,4199,340.0139202159822
586,-837.35,4169,353.1562767426895
587,-836.98,4160,365.70627411818543
588,-836.61,4150,375.25097955584573
589,-836.23,4136,383.7693510997229
590,-835.86,4108,390.7961518163436
591,-835.48,4080,395.3827163027597
592,-835.11,4071,399.6597049811673
593,-834.73,4098,402.54547208918854
594,-834.35,4140,402.9435908303356
595,-833.98,4194,403.8776943710918
596,-833.61,4219,404.34986320461627
597,-833.23,4170,402.5744008148702
598,-832.85,4070,399.2047130446823
599,-832.48,4016,395.0396239085072
600,-832.1,3984,390.7430365014723
601,-831.72,3982,385.22484245556814
602,-831.34,4024,377.92903898034945
603,-830.96,4074,371.1340744629301
604,-830.58,4136,362.59830237056394
605,-830.2,4176,354.026227714617
606,-829.82,4194,343.92710481601324
607,-829.44,4216,334.9760428433179
608,-829.06,4235,324.93122899424185
609,-828.68,4253,314.9880929208533
610,-828.3,4277,305.877132288419
611,-827.91,4295,296.7738224060488
612,-827.53,4328,286.6951482652014
613,-827.15,4391,275.37322144911315
614,-826.77,4394,263.3959902730574
615,-826.39,4386,250.1921188626295
616,-826.0,4366,234.50029397346142
617,-825.62,4386,218.17394333334994
618,-825.24,4442,200.30260097683507
619,-824.85,4480,178.06087745939527
620,-824.47,4459,155.175911108001
621,-824.08,4431,131.133218662888
622,-823.7,4382,107.06080533577163
623,-823.31,4375,82.28357975683463
624,-822.93,4380,58.14269719565569
625,-822.54,4392,34.96729926529826
626,-822.16,4393,12.97929205950966
627,-821.77,4407,-6.149060280595904
628,-821.38,4376,-23.461191560661266
629,-821.0,4370,-38.948825215492846
630,-820.61,4380,-53.0209402417996
631,-820.23,4405,-65.23842374096171
632,-819.84,4387,-76.72264499672359
633,-819.45,4380,-83.3485456684491
634,-819.06,4371,-89.69069877914637
635,-818.67,4371,-92.10387328230792
636,-818.28,4381,-93.16916752992745
637,-817.89,4389,-92.6142176675004
638,-817.51,4394,-89.76210928244885
639,-817.12,4402,-85.88754448676266
640,-816.74,4414,-78.37549608233816
641,-816.35,4426,-69.48368854786239
642,-815.96,4407,-61.53354681714484
643,-815.57,4414,-52.30344351704711
644,-815.19,4390,-42.232532349881055
645,-814.8,4357,-30.906858407789763
646,-814.41,4315,-19.724689373432653
647,-814.03,4313,-9.212266190150014
648,-813.64,4304,1.796992392428134
649,-813.26,4308,13.296240622827899
650,-812.87,4296,24.141114019625537
651,-812.48,4288,32.55999777528717
652,-812.09,4277,42.52791164242075
653,-811.71,4272,51.90722303354872
654,-811.32,4269,61.70307357357564
655,-810.93,4270,71.5753702998031
656,-810.54,4262,80.76367156182803
657,-810.15,4259,89.93049094058061
658,-809.76,4247,99.76519105774393
659,-809.37,4225,112.9716918456266
660,-808.98,4220,124.66992531632313
661,-808.59,4210,134.65438268302316
662,-808.2,4205,146.65694219198335
663,-807.81,4193,158.851831948255
664,-807.42,4181,169.82324640007252
665,-807.03,4171,181.83314453457461
666,-806.64,4165,191.60174428107413
667,-806.25,4151,201.15019015357848
668,-805.86,4146,211.08563916547868
669,-805.47,4135,221.3113962323002
670,-805.08,4133,230.06273679751925
671,-804.69,4094,239.57518122333295
672,-804.3,4072,249.05697752014592
673,-803.91,4064,255.97692119539394
674,-803.52,4053,264.34129967266125
675,-803.13,4044,270.70797330878383
676,-802.74,4033,276.14327410342156
677,-802.34,4018,280.7101195116167
678,-801.95,4009,283.95712482764094
679,-801.56,4002,286.07660615460105
680,-801.17,4003,287.4489059082616
681,-800.77,4006,288.6509318887849
682,-800.38,4008,289.0764978282917
683,-799.99,4009,289.0952544908988
684,-799.6,4021,287.95136686625324
685,-799.21,4042,287.2414757759451
686,-798.82,4027,286.0795752119806
687,-798.42,4031,286.0720947912842
688,-798.03,4016,286.03093138909975
689,-797.63,4011,284.5307427034775
690,-797.24,4010,283.28902727276255
691,-796.84,4013,282.05885126887557
692,-796.45,4026,281.83831661167716
693,-796.05,4038,280.59658115229047
694,-795.66,4047,279.9641538428908
695,-795.26,4054,279.8772802832776
696,-794.87,4062,278.27873277701804
697,-794.48,4069,276.01702170085383
698,-794.08,4082,273.3412200182086
699,-793.68,4088,270.38314016385465
700,-793.29,4104,267.7070717768782
701,-792.9,4122,263.6614187552331
702,-792.5,4147,259.84469565068
703,-792.11,4172,255.27937910416586
704,-791.71,4213,250.9959739899669
705,-791.31,4313,247.0572180345408
706,-790.92,4369,243.6823138947868
707,-790.52,4435,240.81860722521841
708,-790.13,4574,239.09231165135455
709,-789.73,4641,237.32554504396435
710,-789.34,4640,237.59378669625178
711,-788.95,4652,238.94692736405563
712,-788.55,4651,243.36404713325163
713,-788.16,4625,246.54036769525555
714,-787.77,4589,253.24067836016607
715,-787.37,4598,260.5112719668922
716,-786.97,4573,268.1623715774401
717,-786.58,4522,276.4143805922253
718,-786.18,4498,284.6724901666078
719,-785.78,4479,293.0500958543676
720,-785.39,4440,301.14379607534966
721,-784.99,4414,306.9607116461229
722,-784.59,4375,312.6835172335746
723,-784.2,4390,318.16016813691624
724,-783.8,4359,322.9057709078728
725,-783.4,4316,325.31278248097
726,-783.0,4288,326.6821004530645
727,-782.61,4276,330.67023123763505
728,-782.22,4264,330.25158965253274
729,-781.82,4248,327.0331175024716
730,-781.43,4236,320.06605758068014
731,-781.04,4213,311.5290860667768
732,-780.64,4201,297.45923880896646
733,-780.25,4196,281.9802670997546
734,-779.85,4199,262.2509685295391
735,-779.45,4206,239.42524707468348
736,-779.06,4220,212.93523045424183
737,-778.66,4225,184.4467286259926
738,-778.26,4239,153.4843135302307
739,-777.86,4242,122.43013103721496
740,-777.47,4244,88.88606716138918
741,-777.07,4235,54.79601897158854
742,-776.67,4235,23.599677074856622
743,-776.28,4238,-7.90725738127032
744,-775.88,4273,-36.860557055948206
745,-775.48,4253,-67.46692356036446
746,-775.09,4276,-92.60900391122934
