,Distance,Depth,Magnetic_Anomaly
152,1268.4,4597.2,-387.9628221895482
153,1268.3,4610.0,-391.9121853488708
154,1267.7,4642.3,-388.34173375112664
155,1267.7,4662.2,-379.6455708433707
156,1267.0,4677.4,-378.31163290234406
157,1267.0,4713.5,-379.4707604431529
158,1267.0,4727.6,-365.70660524481366
159,1266.3,4724.4,-367.24627464819133
160,1266.3,4694.5,-362.74226350824097
161,1265.6,4667.0,-350.93673295873634
162,1265.6,4671.3,-341.8709345806655
163,1264.9,4670.1,-341.6342438116496
164,1264.9,4657.9,-342.48863962922474
165,1264.2,4656.6,-339.67154301213833
166,1264.2,4668.2,-339.7817520929108
167,1263.5,4645.9,-342.1105279689327
168,1263.5,4624.2,-334.06874937197097
169,1262.8,4627.4,-336.5555762202044
170,1262.8,4609.2,-330.3547215683174
171,1262.1,4603.6,-326.0877861359487
172,1262.1,4626.5,-330.07549116652865
173,1261.4,4595.4,-319.6580195751954
174,1261.4,4598.0,-319.24882843475586
175,1260.7,4626.6,-316.0926881462392
176,1260.7,4640.6,-315.7731970258157
177,1260.6,4613.9,-313.2675988281376
178,1260.0,4599.5,-314.71777257375913
179,1260.0,4611.5,-307.77637092192606
180,1259.3,4580.9,-308.913370747109
181,1259.3,4584.7,-315.6382372246429
182,1258.6,4633.1,-303.89954394769126
183,1258.6,4655.5,-308.2303827402871
184,1257.9,4615.4,-311.11230231461
185,1257.8,4599.4,-318.87984732381534
186,1257.2,4578.1,-313.7095249875024
187,1257.2,4567.4,-320.1917773594208
188,1256.5,4563.2,-328.10325045461065
189,1256.5,4556.0,-325.1421169892888
190,1255.8,4555.9,-322.7737687459728
191,1255.8,4597.1,-329.3669297190329
192,1255.0,4563.1,-321.5803972060985
193,1255.0,4561.9,-321.3404500170237
194,1254.4,4572.3,-319.22231708884755
195,1254.4,4554.8,-308.65431587075176
196,1253.7,4522.0,-302.4363654824114
197,1253.7,4517.9,-289.4143243834373
198,1253.0,4524.4,-267.76417818408714
199,1253.0,4534.7,-266.609648051808
200,1252.3,4546.8,-241.70937239138567
201,1252.2,4553.1,-219.75725133218674
202,1252.2,4549.9,-224.64601040339397
203,1251.6,4556.6,-200.79504254075232
204,1251.6,4557.2,-177.67761049288913
205,1250.9,4553.6,-172.81034479689757
206,1250.9,4555.1,-147.91367376119177
207,1250.2,4594.9,-124.68815275258612
208,1250.2,4592.0,-111.49724033801738
209,1249.5,4602.4,-78.07261409824166
210,1249.4,4606.2,-50.53868908734949
211,1248.8,4635.4,-37.12773268995225
212,1248.8,4653.3,11.796948281627664
213,1248.1,4645.2,36.216613218637434
214,1248.1,4583.9,67.20473030838926
215,1247.4,4580.0,111.04789587584389
216,1247.4,4635.4,136.37914157212518
217,1246.7,4675.0,161.81695269792803
218,1246.6,4680.7,201.00949076438633
219,1245.9,4683.8,224.45057446471765
220,1245.9,4684.7,248.83308073876282
221,1245.3,4684.2,278.38027495391157
222,1245.3,4682.7,295.8162825435723
223,1244.6,4680.9,306.940423364894
224,1244.6,4679.5,346.92037985891034
225,1243.9,4678.9,347.92801520646356
226,1243.8,4648.3,358.97077078199305
227,1243.1,4625.6,370.88418438233964
228,1243.1,4626.7,384.10584347356894
229,1242.4,4623.7,389.2824901049659
230,1242.4,4603.9,396.37010419969647
231,1241.8,4571.9,406.29655908321644
232,1241.8,4555.8,406.50086967800837
233,1241.1,4538.4,408.8530693902145
234,1241.0,4556.7,407.8416026359431
235,1240.3,4544.3,408.28950710117533
236,1240.3,4542.1,401.920312670565
237,1239.6,4537.1,403.76157018604954
238,1239.6,4520.7,393.7924645744274
239,1239.6,4509.1,383.4216015555719
240,1238.9,4469.1,382.935499892345
241,1238.9,4456.0,369.53387713306415
242,1238.2,4461.5,356.4012406552903
243,1238.2,4477.7,341.5366101173519
244,1237.5,4475.9,322.58340218306876
245,1237.5,4471.0,317.80752000089
246,1236.8,4468.4,297.5497685358603
247,1236.8,4462.8,266.90046274602275
248,1236.1,4466.1,257.0479562302764
249,1236.1,4466.3,232.0110856434436
250,1235.4,4462.4,205.61390541100906
251,1235.4,4512.4,181.6204572454201
252,1234.7,4537.3,152.84061743767785
253,1234.7,4551.5,120.15935875955077
254,1234.0,4564.4,98.02360190792021
255,1234.0,4528.0,59.282443086248875
256,1233.3,4528.3,21.377279311230467
257,1233.3,4511.3,-10.501093024020449
258,1233.3,4588.6,-45.965516443674744
259,1232.6,4668.0,-80.48849670199618
260,1232.6,4663.8,-116.32989892671742
261,1231.9,4662.5,-140.6804060422196
262,1231.9,4659.3,-179.04953079585886
263,1231.2,4637.8,-202.52700617253436
264,1231.2,4590.0,-221.2146810194176
265,1230.5,4549.9,-253.80120436737073
266,1230.5,4560.0,-265.0176854624862
267,1229.8,4586.6,-284.5846733561634
268,1229.8,4575.2,-306.1086390121384
269,1229.1,4567.6,-310.5245596492763
270,1229.1,4571.8,-319.4698977680689
271,1228.4,4537.4,-333.34469587226386
272,1228.4,4497.4,-329.74312194288575
273,1227.7,4476.0,-334.95094601752174
274,1227.7,4428.2,-337.7292253894864
275,1227.0,4445.3,-332.0308556997839
276,1227.0,4491.0,-339.2414546809134
277,1226.3,4516.2,-325.8626027543562
278,1226.3,4531.1,-319.2306496521867
279,1225.6,4534.1,-311.4601682731597
280,1225.6,4508.7,-303.6021449459952
281,1225.6,4557.5,-289.3060494491529
282,1224.9,4597.5,-288.6244037913803
283,1224.9,4598.6,-280.51142538902303
284,1224.2,4636.4,-269.05306806886426
285,1224.2,4609.2,-264.16316954840494
286,1223.5,4591.3,-258.96988337025186
287,1223.5,4597.1,-250.55573860575788
288,1222.8,4607.1,-246.8505386315593
289,1222.8,4521.9,-243.73825021877104
290,1222.1,4482.1,-241.9482865272272
291,1222.1,4489.2,-246.8280831145253
292,1221.4,4482.9,-241.47090462531202
293,1221.4,4500.4,-239.20443951200406
294,1221.4,4611.2,-235.86943720440203
295,1220.7,4627.5,-236.6050626776763
296,1220.7,4625.6,-239.37420122669613
297,1220.0,4559.8,-227.46258369225671
298,1220.0,4545.1,-222.88703875237243
299,1219.3,4535.0,-228.52678012634635
300,1219.3,4530.1,-215.04639685350796
301,1218.5,4547.7,-202.27802337759783
302,1218.5,4549.1,-193.95772542053498
303,1217.8,4587.1,-184.1821922351914
304,1217.8,4604.1,-182.48577124717877
305,1217.2,4611.5,-163.81256231484565
306,1217.2,4629.2,-160.30945458024604
307,1216.5,4650.1,-164.4822563482929
308,1216.5,4685.5,-148.71724703351703
309,1215.7,4693.3,-141.74270732317288
310,1215.7,4695.6,-151.80146186082914
311,1215.0,4691.6,-143.7658073200742
312,1215.0,4669.3,-147.77021350359416
313,1215.0,4654.0,-149.15501671018342
314,1214.3,4603.5,-160.36679398649395
315,1214.3,4608.4,-150.79997288652805
316,1213.6,4660.4,-170.9490166785596
317,1213.6,4657.5,-165.375745771071
318,1212.9,4671.6,-175.22967700713508
319,1212.9,4669.4,-180.12641872319716
320,1212.2,4655.1,-188.99530679810863
321,1212.2,4639.6,-191.99477938171043
322,1211.5,4600.7,-199.0609716379921
323,1211.5,4619.7,-200.66892010814462
324,1210.8,4625.2,-213.02695660126534
325,1210.8,4622.8,-222.39232807999548
326,1210.8,4571.6,-226.45580251767115
327,1210.1,4560.3,-230.4401809512231
328,1210.1,4567.5,-232.90208258733827
329,1209.4,4515.6,-231.55174317567557
330,1209.4,4498.0,-236.1504484775872
331,1208.7,4498.1,-235.40964765041105
332,1208.7,4496.0,-239.50912586192254
333,1208.0,4532.0,-235.11071488800147
334,1208.0,4534.4,-236.76987419498352
335,1207.3,4535.3,-231.290285891166
336,1207.3,4536.9,-225.69994350614581
337,1206.6,4548.6,-234.062746819257
338,1206.6,4566.1,-223.15404020548425
339,1205.9,4601.8,-213.04808849551748
340,1205.8,4620.2,-206.65260919047304
341,1205.1,4648.8,-202.71150851830453
342,1205.1,4616.5,-197.3732414658789
343,1205.1,4620.6,-190.19970199444043
344,1204.4,4586.2,-177.39456031479943
345,1204.4,4626.4,-176.8841250843838
346,1203.7,4627.6,-174.04529205708798
347,1203.7,4591.5,-155.67105914110923
348,1203.1,4560.3,-152.86966633160887
349,1203.0,4559.0,-148.79710527344668
350,1202.3,4545.5,-137.89668188927823
351,1202.3,4525.9,-133.57265627204822
352,1201.6,4503.0,-134.69232102017384
353,1201.6,4484.4,-124.69607822764216
354,1200.9,4466.1,-114.84021656772828
355,1200.9,4471.7,-119.91520054449336
356,1200.2,4494.4,-103.64965071026177
357,1200.2,4521.2,-93.69199394621167
358,1199.5,4511.5,-87.79000031001698
359,1199.5,4540.8,-80.16619980742925
360,1198.8,4556.2,-64.88113776615984
361,1198.8,4561.5,-61.247857313670636
362,1198.1,4567.4,-49.76972857582035
363,1198.1,4509.7,-39.24727383136194
364,1198.1,4505.4,-29.281864139080525
365,1197.4,4503.9,-21.217680170995138
366,1197.4,4511.4,-6.218776873640891
367,1196.7,4508.7,-2.9904047788840558
368,1196.7,4484.6,12.702337293980236
369,1196.0,4505.7,32.319733506672335
370,1196.0,4512.2,41.21858647789806
371,1195.3,4524.6,57.094475577281145
372,1195.3,4526.0,68.68678657133941
373,1194.6,4527.0,70.52436744142064
374,1194.6,4521.2,84.07052878875753
375,1193.8,4521.1,93.99330998106156
376,1193.8,4521.7,99.95428040421696
377,1193.1,4515.3,100.00474049797317
378,1193.1,4521.7,101.32747405279076
379,1192.5,4512.4,98.39005201090295
380,1192.5,4515.4,104.8149832626957
381,1191.8,4491.1,104.96122554892628
382,1191.8,4513.3,95.52485986330045
383,1191.1,4511.3,96.27656154758299
384,1191.1,4503.0,93.02832697945342
385,1190.3,4493.8,85.07417774414314
386,1190.3,4486.7,84.26984019010659
387,1189.6,4464.9,68.43250213386685
388,1189.6,4472.4,69.63979320539289
389,1188.9,4481.8,52.64338933793395
390,1188.9,4496.1,45.780433575750024
391,1188.9,4490.6,40.25323390617143
392,1188.2,4530.8,32.738820546074194
393,1188.2,4543.9,17.205818113053887
394,1187.5,4564.8,7.07967008139115
395,1187.5,4602.1,-11.982706538592069
396,1186.8,4630.8,-23.515349679189047
397,1186.8,4563.4,-28.341143708061345
398,1186.1,4527.9,-46.55744707832187
399,1186.1,4524.9,-52.24741586756188
400,1185.4,4535.1,-54.80703451568067
401,1185.4,4483.7,-71.9500028253562
402,1184.7,4511.0,-90.71211410035556
403,1184.7,4495.4,-90.5095928097034
404,1184.0,4485.2,-99.22321566388882
405,1184.0,4488.3,-106.85078170370105
406,1184.0,4472.8,-110.63259117591012
407,1183.3,4481.8,-126.08156311400431
408,1183.3,4494.8,-130.74097001958228
409,1182.6,4537.2,-136.40848099870436
410,1182.6,4580.8,-135.49779234216786
411,1181.8,4597.2,-138.94795598275033
412,1181.8,4580.0,-141.59004836584202
413,1181.1,4513.2,-145.60617074822244
414,1180.4,4517.7,-152.20852715264908
415,1180.4,4579.0,-142.41826271231173
416,1179.7,4613.6,-147.99478934704442
417,1179.7,4611.5,-147.99541766356526
418,1179.7,4573.9,-139.72809244968622
419,1179.0,4551.0,-142.92218680605384
420,1179.0,4553.3,-142.42225192668474
421,1178.3,4537.5,-126.15644953032934
422,1178.3,4523.9,-129.9424144850609
423,1177.6,4505.0,-128.31472196444417
424,1177.6,4528.5,-115.96799990599266
425,1176.9,4534.4,-111.36801290935004
426,1176.9,4536.5,-114.7608552647843
427,1176.2,4541.6,-107.28701477950416
428,1176.2,4543.4,-100.17778039296101
429,1175.5,4533.1,-98.2020612509759
430,1175.5,4532.4,-97.68149213035164
431,1174.8,4526.8,-105.89036061240438
432,1174.8,4533.4,-101.43102057262186
433,1174.1,4557.1,-90.69704001409171
434,1174.0,4564.5,-84.30084592790702
435,1174.0,4579.5,-91.35962042187771
436,1173.3,4574.2,-86.66828942693398
437,1173.3,4576.7,-87.47895717914652
438,1172.6,4583.9,-82.55921319070174
439,1172.6,4581.0,-79.66055887914115
440,1171.9,4542.2,-81.32031319885026
441,1171.9,4514.0,-76.40947523589298
442,1171.2,4494.1,-78.43919283561124
443,1171.2,4488.8,-78.20827318544383
444,1170.5,4501.0,-83.77089956786791
445,1170.5,4523.4,-71.07739599947534
446,1169.8,4525.9,-72.46860113676871
447,1169.8,4530.3,-84.47987810920533
448,1169.8,4529.0,-81.53796885523445
449,1169.1,4526.4,-83.3996882387861
450,1169.1,4532.6,-98.2284572626846
451,1168.4,4523.1,-99.17284623353342
452,1168.4,4521.6,-114.7155723039742
453,1167.7,4555.3,-117.13071469277686
454,1167.7,4566.3,-141.23995490821514
455,1167.0,4542.3,-145.27865647702478
456,1167.0,4604.3,-156.61049504357229
457,1166.3,4622.3,-172.50042391471374
458,1166.3,4630.8,-182.32664410648746
459,1165.5,4632.6,-184.63917742208497
460,1165.5,4629.8,-201.3596394841909
461,1164.8,4628.7,-203.92147954750467
462,1164.8,4590.5,-212.31696306074653
463,1164.1,4581.8,-207.4853505466031
464,1164.1,4554.2,-201.05768477706943
465,1164.1,4563.7,-197.07432185934698
466,1163.4,4531.0,-179.6065854078002
467,1163.4,4529.2,-166.38038949218824
468,1162.7,4551.6,-155.71440057762484
469,1162.7,4557.4,-120.52153433043411
470,1162.0,4554.3,-103.87729861467552
471,1162.0,4551.3,-80.28468592998053
472,1161.3,4544.4,-50.65160383245815
473,1161.3,4544.8,-16.903400932645965
474,1160.6,4507.1,7.234107110161716
475,1160.5,4462.9,49.77794824128246
476,1159.8,4491.6,86.69587978483747
477,1159.8,4541.5,110.24479543776859
478,1159.2,4587.1,148.46729789705438
479,1159.2,4598.9,185.58831722644817
480,1158.5,4611.3,205.25983965377748
481,1158.5,4594.9,241.2329529248609
482,1157.8,4556.3,271.0618762758167
483,1157.7,4504.3,296.60667602570106
484,1157.0,4414.8,315.7712785411803
485,1157.0,4408.8,333.21331282069093
486,1157.0,4519.8,349.6350959855698
487,1156.3,4557.2,369.53972654732
488,1156.3,4526.8,390.7282952860998
489,1155.6,4502.2,393.60440617907176
490,1155.6,4481.8,420.73061028273685
491,1154.9,4466.0,424.3238448496754
492,1154.9,4456.2,436.86615063107325
493,1154.2,4439.3,454.5938590815746
494,1154.2,4417.5,459.63012842354715
495,1153.5,4408.0,464.49774734180744
496,1153.5,4398.9,474.8174684212777
497,1152.8,4381.6,474.0639700772242
498,1152.8,4365.5,485.4403252546034
499,1152.1,4361.0,497.6576428924676
500,1152.0,4381.6,504.72236687981325
501,1151.3,4390.6,504.6310848776543
502,1151.3,4405.5,513.7164665852007
503,1150.6,4439.1,519.2607314749217
504,1150.6,4499.7,520.1118618256627
505,1149.9,4491.1,531.9492699958871
506,1149.9,4492.5,536.7201452564287
507,1149.2,4512.4,526.3396300794966
508,1149.2,4488.5,531.9132661760119
509,1148.5,4421.1,535.9780252342135
510,1148.5,4385.5,517.2421554218643
511,1147.8,4373.3,529.9923607393928
512,1147.8,4396.0,512.11595202806
513,1147.8,4362.1,493.9546897232385
514,1147.1,4352.2,486.5592432933569
515,1147.1,4362.7,461.1595357471811
516,1146.3,4355.8,433.33137591869576
517,1146.3,4379.0,416.9545982294151
518,1145.6,4374.2,392.5213083901968
519,1145.6,4377.0,352.11742457114354
520,1144.9,4370.4,337.46345677775275
521,1144.9,4360.6,304.85600245934995
522,1144.2,4368.8,262.55841405306717
523,1144.2,4372.2,238.54745721302305
524,1143.5,4338.7,210.57306822912486
525,1143.5,4335.8,169.96223434182184
526,1142.8,4357.5,157.89063468396992
527,1142.8,4375.6,133.05937084646882
528,1142.1,4401.5,108.25716488626965
529,1142.1,4386.4,105.26569512528329
530,1142.1,4349.2,93.26907207213677
531,1141.4,4354.7,72.05257296383407
532,1141.3,4360.0,68.47759974028881
533,1140.6,4367.7,70.07133679903029
534,1140.6,4380.2,55.485905849410415
535,1139.9,4393.3,57.349736235458025
536,1139.9,4421.4,62.48576834713472
537,1139.2,4414.1,53.586958612501085
538,1139.2,4392.4,52.702471379587685
539,1138.5,4361.4,42.91017150205744
540,1138.5,4359.5,31.189861771357567
541,1137.8,4409.0,21.220753183544623
542,1137.8,4398.0,14.233766793001536
543,1137.1,4405.9,-3.4380531118308966
544,1137.1,4368.7,-16.21375951337364
545,1136.4,4378.5,-32.321011299603406
546,1136.4,4359.6,-48.863693264725896
547,1135.7,4346.7,-62.5108705279801
548,1135.7,4425.7,-85.53277765943625
549,1134.9,4426.3,-114.68630099798898
550,1134.9,4475.3,-122.74596510460832
551,1134.2,4493.5,-135.18156391357786
552,1134.2,4497.4,-168.06917200328294
553,1133.5,4501.7,-170.7967424293505
554,1133.5,4465.6,-193.4722702305683
555,1132.9,4434.2,-210.9070870506523
556,1132.9,4409.7,-227.42386364506757
557,1132.8,4351.4,-241.7398886611636
558,1132.1,4337.5,-273.0541632965588
559,1132.1,4317.1,-271.2691459172064
560,1131.4,4309.5,-288.35491909650443
561,1131.4,4281.0,-308.4118751138886
562,1130.7,4271.2,-316.0353262355727
563,1130.7,4292.5,-319.90438573469805
564,1130.0,4318.0,-333.2191136409711
565,1129.9,4328.5,-335.5776804152397
566,1129.2,4315.8,-332.469270104108
567,1129.2,4313.4,-336.1402227456227
568,1128.5,4325.6,-328.02281266413985
569,1128.5,4317.0,-326.85474423841833
570,1127.8,4334.2,-328.0715354683001
571,1127.8,4346.3,-319.579322251941
572,1127.1,4347.2,-317.98002824494523
573,1127.1,4368.6,-316.98930591346226
574,1126.4,4373.3,-305.4793801344902
575,1126.4,4366.9,-294.95897717851983
576,1125.7,4376.0,-296.1134402300754
577,1125.7,4372.6,-269.9593236705084
578,1125.0,4376.9,-270.1035006685229
579,1125.0,4395.6,-259.16541026177674
580,1124.3,4430.9,-239.40204974031633
581,1124.3,4423.2,-212.78240949741036
582,1123.6,4417.2,-202.82253856512594
583,1123.6,4439.4,-177.234583501716
584,1122.9,4419.1,-152.81202265983404
585,1122.9,4413.7,-133.5561340845891
586,1122.2,4425.9,-112.07902465306192
587,1122.1,4448.3,-85.55076637845832
588,1121.4,4468.2,-58.23845726076101
589,1121.4,4483.5,-24.49867283800136
590,1120.7,4508.3,4.690167953383774
591,1120.7,4518.9,21.405753006585023
592,1120.0,4509.4,58.61019835219539
593,1120.0,4484.9,83.7651751941054
594,1119.3,4470.1,96.82143528320887
595,1119.3,4526.6,132.0707569521506
596,1118.6,4465.0,153.7854567399198
597,1118.6,4494.8,166.61600857298595
598,1118.0,4469.0,194.293820712591
599,1118.0,4464.7,206.24141838573073
600,1117.3,4424.6,208.84828240828546
601,1117.3,4417.4,227.27903645841332
602,1116.6,4387.3,231.3471248301977
603,1116.5,4387.9,234.85096560198596
604,1115.8,4323.5,242.93501509766725
605,1115.8,4310.9,247.03329709938927
606,1115.1,4285.2,235.1377616492455
607,1115.1,4291.3,246.00871791498884
608,1114.4,4289.5,246.30292001917738
609,1114.4,4258.9,243.13842656936575
610,1113.7,4302.6,230.36042647883855
611,1113.7,4373.7,234.04680923059811
612,1113.0,4364.9,220.9838636240328
613,1113.0,4351.7,215.52165704582185
614,1112.3,4306.0,208.66957495288824
615,1112.3,4293.4,201.1907603901689
616,1111.6,4293.1,190.5960910953399
617,1111.6,4361.7,186.7794042994582
618,1110.9,4502.2,179.29004892484818
619,1110.9,4539.4,167.07848230105856
620,1110.2,4534.3,151.4655257769595
621,1110.1,4518.0,141.85866647743995
622,1109.4,4435.8,139.17139748857704
623,1109.4,4389.2,134.36382541300304
624,1108.7,4370.2,118.55607297993731
625,1108.7,4366.2,120.56750599117146
626,1108.0,4371.2,118.40103351842383
627,1108.0,4376.3,115.4953827974778
628,1107.3,4390.2,107.85532785602334
629,1107.3,4407.2,108.3984127685459
630,1106.7,4420.8,109.93435987121785
631,1106.7,4427.1,106.08554310871205
632,1106.0,4433.2,101.28372133967972
633,1106.0,4431.3,94.08428891906553
634,1105.3,4473.7,97.88920644421832
635,1105.2,4467.7,97.08764815391717
636,1104.5,4465.2,84.55392247566033
637,1104.5,4475.1,84.94961681406068
638,1103.8,4460.1,85.71037632954882
639,1103.8,4407.3,76.84961169679207
640,1103.1,4394.0,72.13705478820114
641,1103.1,4370.9,68.96729405864004
642,1102.4,4372.5,48.855898209863064
643,1102.4,4361.4,47.93165953708736
644,1101.7,4354.2,48.73986129367497
645,1101.7,4339.6,34.58475722167246
646,1101.0,4293.6,27.33652064624482
647,1101.0,4264.9,20.74974052564282
648,1100.3,4248.0,-1.2556533276387327
649,1100.3,4283.3,-1.4872716419530079
650,1099.5,4311.8,6.978236636424597
651,1099.5,4304.3,-14.019766776111965
652,1098.8,4280.0,-13.704607018770083
653,1098.8,4279.1,-16.436802785809448
654,1098.1,4371.2,-18.72988629853566
655,1098.1,4351.8,-3.8606372197720944
656,1097.4,4340.5,-3.8356426067101523
657,1096.7,4345.3,-4.152397954425226
658,1096.7,4370.1,14.383059747407287
659,1096.7,4377.0,13.731692607515804
660,1096.0,4367.5,14.052560902453386
661,1096.0,4368.9,30.511107551951774
662,1095.3,4413.9,41.049270467094885
663,1095.3,4420.4,35.66654824763638
664,1094.6,4383.5,33.79166829567363
665,1094.6,4375.1,36.60874327830822
666,1093.9,4344.3,29.435977394087303
667,1093.9,4358.1,16.288307653342194
668,1093.2,4367.8,13.79126717215992
669,1093.2,4403.1,1.0994394530945613
670,1092.5,4372.2,-5.314548609142477
671,1092.5,4415.1,-16.524753593218335
672,1091.8,4358.0,-31.788775558773615
673,1091.8,4334.2,-38.7885658745376
674,1091.1,4330.0,-51.90565379293621
