,Distance,Depth,Magnetic_Anomaly
1505,798.74,4192.4,176.47981177983766
1506,798.74,4188.9,181.81667567480906
1507,798.04,4209.4,196.18839272030314
1508,798.04,4221.5,200.8812262173173
1509,797.91,4218.8,206.7080861750674
1510,797.2,4182.6,213.21217077643337
1511,797.2,4191.2,214.62540994365395
1512,796.5,4214.8,202.58044373256496
1513,796.5,4326.2,203.23667565400092
1514,795.8,4369.5,191.5653910304987
1515,795.8,4309.3,173.9494260157265
1516,795.1,4269.0,166.018278012687
1517,795.1,4208.2,146.63641298702697
1518,794.39,4237.4,124.4143107095554
1519,794.39,4251.9,109.2305868527192
1520,793.69,4246.9,91.26348346139524
1521,793.69,4260.6,65.92713240445428
1522,792.99,4250.7,55.69091260448137
1523,792.86,4210.4,45.885516107939225
1524,792.15,4225.2,35.34203502744767
1525,792.15,4212.6,29.17759020432377
1526,791.45,4241.7,25.84781281573308
1527,791.45,4203.0,29.249005061499844
1528,790.75,4201.6,34.228347646629715
1529,790.75,4226.0,38.59116987026357
1530,790.04,4224.1,43.87295530308606
1531,790.04,4208.5,61.124313907816635
1532,789.34,4202.8,68.83012038758898
1533,789.34,4209.3,80.39410761823166
1534,788.64,4210.5,106.96683005258038
1535,788.64,4180.5,121.1761343743463
1536,787.94,4185.4,127.72735323636084
1537,787.94,4192.3,145.19791849922612
1538,787.23,4229.3,155.56861891752453
1539,787.1,4291.8,159.01051868281482
1540,786.4,4245.4,169.68021275320757
1541,786.4,4237.4,170.74316720913444
1542,785.7,4248.7,162.8740791070355
1543,785.7,4250.6,169.56642162564432
1544,784.99,4248.5,165.34791288727328
1545,784.99,4282.5,150.51836284985498
1546,784.29,4306.2,147.82132132138088
1547,784.29,4312.8,131.4060409764771
1548,783.59,4249.3,103.67074109258945
1549,783.59,4301.0,97.81923209052161
1550,782.88,4295.3,81.86782856354291
1551,782.88,4325.6,54.831592640545196
1552,782.18,4319.7,43.948927224235426
1553,782.18,4310.3,24.123949556008984
1554,781.48,4300.2,1.7655773597845723
1555,781.34,4300.1,-10.894499094306205
1556,780.64,4266.6,-26.301832932580222
1557,780.64,4252.8,-46.12458062928777
1558,780.64,4281.3,-49.978754118583105
1559,779.94,4259.9,-55.39385803558376
1560,779.94,4227.4,-71.5074034478682
1561,779.23,4198.4,-73.99136681561347
1562,779.23,4150.8,-83.37625366446906
1563,778.53,4165.0,-83.54918802411868
1564,778.53,4176.2,-85.29425071857071
1565,777.83,4135.8,-80.03585272934045
1566,777.83,4125.7,-83.38065888116118
1567,777.13,4115.2,-83.05167553091829
1568,777.13,4118.6,-81.30022648870775
1569,776.42,4121.8,-86.36025232463487
1570,776.42,4101.7,-65.51374322522156
1571,775.72,4085.1,-61.067112355083076
1572,775.72,4048.1,-55.6146003191241
1573,774.88,4001.1,-30.730177427597013
1574,774.88,3988.2,-20.762516105055315
1575,774.18,3977.0,-18.94123629330132
1576,774.18,3879.0,13.68143082252308
1577,773.48,3765.1,29.506536771327948
1578,773.48,3818.1,39.48350567659127
1579,772.77,3843.1,64.26010733926509
1580,772.77,3846.4,73.71640475429038
1581,772.07,3814.4,79.32264105841105
1582,772.07,3782.0,110.18000420016038
1583,771.37,3778.7,126.07512802906918
1584,771.37,3714.6,129.31798975766844
1585,770.66,3714.6,150.12258815363936
1586,770.66,3703.1,147.16892443549943
1587,769.96,3705.9,142.7273958705839
1588,769.96,3703.6,150.10847270921724
1589,769.12,3732.8,142.61230682062995
1590,769.12,3797.1,140.30447832954636
1591,768.42,3783.2,144.38492475183875
1592,768.42,3688.7,131.12370586826174
1593,767.72,3678.9,122.00425095984903
1594,767.72,3815.8,122.95428217830325
1595,767.01,3889.9,120.24472896009766
1596,767.01,3856.6,114.34243071235967
1597,766.31,3830.8,117.66730648198336
1598,766.31,3914.8,124.3286323513572
1599,765.61,3923.8,125.58881525678342
1600,765.61,3959.2,128.51660894918624
1601,765.61,3983.2,145.56803636762572
1602,764.9,3935.1,144.0695776213599
1603,764.9,3990.9,167.58698483889287
1604,764.2,4028.6,185.45651185939832
1605,764.2,4026.6,186.95568301102094
1606,763.36,4025.5,209.7415831818258
1607,763.36,4025.5,231.82502413151514
1608,762.66,4014.7,235.0583298415135
1609,762.66,4011.0,257.7778384418312
1610,761.95,4007.3,269.71720668735725
1611,761.95,4038.7,281.7647177373416
1612,761.25,4039.4,288.6420744283718
1613,761.25,4038.8,289.6236591296457
1614,760.55,4047.6,288.201626892882
1615,760.55,4082.0,287.21584524168765
1616,759.84,4039.7,275.51033042194655
1617,759.84,4122.7,274.28381520016706
1618,759.14,4136.5,270.35366629260284
1619,759.14,4146.9,251.70993143785125
1620,758.44,4153.4,243.5547171936975
1621,758.44,4153.4,234.75960552363767
1622,757.73,4156.2,221.93137771826463
1623,757.6,4164.8,205.14961275729823
1624,756.89,4180.3,202.0496083533228
1625,756.89,4178.5,192.55984658386586
1626,756.19,4184.5,175.3432195384756
1627,756.19,4188.9,173.43398111796114
1628,755.49,4197.0,160.66426038264396
1629,755.49,4203.3,141.30062153245365
1630,754.78,4204.7,136.10881489761587
1631,754.78,4210.4,124.09701825162757
1632,754.08,4208.2,101.16156215507505
1633,754.08,4209.1,96.48917740370216
1634,753.38,4203.7,75.23347396566153
1635,753.38,4206.3,61.05379647840063
1636,753.38,4204.9,53.574583444069255
1637,752.67,4199.7,32.884938338574834
1638,752.67,4201.2,5.8294116647544225
1639,751.97,4208.7,-3.209117221377804
1640,751.83,4211.2,-9.443040560543979
1641,751.13,4213.5,-31.547057880584543
1642,751.13,4216.8,-36.4657384179568
1643,750.42,4213.2,-48.48092493646878
1644,750.42,4216.5,-58.290437677879055
1645,749.72,4213.7,-50.604604906516265
1646,749.72,4211.4,-56.131648127709866
1647,749.02,4211.1,-53.24933808200364
1648,749.02,4215.0,-42.62332454416905
1649,748.31,4216.6,-41.738263214979206
1650,748.31,4228.4,-24.145001950150636
1651,747.61,4207.3,-11.398051911313964
1652,747.61,4209.5,1.5736800371656727
1653,746.91,4229.9,14.263080016206018
1654,746.91,4221.0,31.16328310760511
1655,746.2,4209.5,43.36537649848437
1656,746.2,4206.6,69.46100653438624
1657,745.36,4207.9,86.06811416316044
1658,745.36,4206.2,101.90321836217686
1659,744.66,4214.7,108.59917190973997
1660,744.66,4208.6,119.44664009508452
1661,743.95,4210.7,130.66112158056546
1662,743.95,4210.0,137.6962039802562
1663,743.25,4208.7,141.50244580667785
1664,743.25,4196.5,142.5619168760058
1665,742.55,4206.0,145.02286228549283
1666,742.55,4214.6,145.16086323972783
1667,741.84,4276.5,135.14136951589794
1668,741.84,4213.8,118.99639796413068
1669,741.14,4198.4,111.58694562872248
1670,741.14,4197.9,96.51380266679419
1671,740.44,4229.0,71.4107957743237
1672,740.44,4277.1,54.90981597713853
1673,740.3,4265.0,30.819887882395633
1674,739.59,4213.9,1.7197241089804294
1675,739.59,4185.2,-17.39781316527229
1676,738.89,4181.3,-48.09260885331216
1677,738.89,4179.9,-70.56503865594489
1678,738.18,4185.4,-88.98468460724892
1679,738.18,4175.0,-109.12412560697722
1680,737.48,4194.2,-123.97212747347848
1681,737.48,4248.3,-139.69665460777165
1682,736.78,4254.5,-149.3929520274065
1683,736.78,4271.4,-160.75729673303368
1684,736.07,4266.9,-151.28793888449584
1685,736.07,4268.0,-160.29317550668097
1686,735.37,4282.8,-157.59297795689508
1687,735.37,4294.1,-145.1443488302823
1688,734.67,4296.6,-135.72800822613937
1689,734.67,4287.8,-135.96427976403726
1690,733.82,4288.9,-114.52949535879962
1691,733.82,4274.0,-102.80959150851038
1692,733.12,4271.5,-88.05890321472356
1693,733.12,4266.5,-71.62412751639906
1694,732.41,4286.6,-51.34616205706755
1695,732.41,4284.0,-38.35196522465962
1696,731.71,4304.5,-16.08327397710906
1697,731.71,4351.4,0.03958736720443312
1698,731.71,4319.4,-0.7933513822846976
1699,731.01,4316.6,21.1753117615491
1700,731.01,4335.8,23.19182378191786
1701,730.3,4317.0,23.751757582503714
1702,730.3,4275.4,30.956159841587226
1703,729.6,4239.8,15.72137226394413
1704,729.6,4103.3,1.6393821645217237
1705,728.75,4080.2,-4.162788284238388
1706,728.75,4072.1,-24.430022662475373
1707,728.05,4048.0,-57.69942395376727
1708,728.05,4067.1,-82.08157708908199
1709,727.35,4131.6,-113.0747492560713
1710,727.35,4079.3,-151.08534694234288
1711,726.64,4088.0,-172.99152827449754
1712,726.64,4103.4,-204.78491053421496
1713,725.94,4083.6,-235.62633842680646
1714,725.94,4064.3,-255.70719140763347
1715,725.24,4066.0,-284.0634931694881
1716,725.24,4075.4,-308.1308622116145
1717,724.53,4039.3,-318.40387567067586
1718,724.53,4077.2,-335.5674947850339
1719,723.83,4070.0,-340.07463639922105
1720,723.83,4054.4,-347.3818029556133
1721,722.98,4043.9,-349.3588957120588
1722,722.98,4045.2,-352.01217288164116
1723,722.28,4116.8,-331.01549976715137
1724,722.28,4131.5,-325.5005927510721
1725,722.28,4079.5,-319.0172885047432
1726,721.57,4075.6,-297.62624152121134
1727,721.57,4070.2,-286.30757657427597
1728,720.87,4075.0,-276.1548165848021
1729,720.87,4075.3,-262.10562266878486
1730,720.17,4061.9,-253.95703886624293
1731,720.17,4046.8,-246.54206052393837
1732,719.46,4029.7,-241.31006542585516
1733,719.46,4032.2,-232.0271530498078
1734,718.76,4027.3,-229.66911521425993
1735,718.76,4035.8,-217.77025623350957
1736,717.91,3999.5,-215.5818198515702
1737,717.91,4014.6,-217.68994873577594
1738,717.21,4016.2,-198.54185421114815
1739,717.21,4115.9,-181.2652517156231
1740,716.5,4091.0,-167.45936028216204
1741,716.5,4031.4,-143.24657462485615
1742,715.8,4028.5,-114.52366950232171
1743,715.8,4029.3,-98.89677199382811
1744,715.09,4024.4,-58.81714886444076
1745,715.09,4047.5,-27.40205213259436
1746,714.39,4067.2,-2.787023568373858
1747,714.39,4068.7,32.73524984845533
1748,713.69,4122.1,67.60532118239209
1749,713.69,4150.4,92.02953456472366
1750,713.69,4102.3,124.48761543091076
1751,712.98,4049.5,149.38399541396257
1752,712.98,4037.4,170.55040872707656
1753,712.28,4113.5,190.85397023554822
1754,712.13,4097.0,203.63436852849884
1755,711.43,4078.0,205.57210840505445
1756,711.43,4059.1,218.88361742151
1757,710.72,4076.0,213.9069701066878
1758,710.72,4150.7,195.49880004892282
1759,710.02,4178.1,193.89948884112542
1760,710.02,4192.0,175.54032880557054
1761,709.32,4208.5,146.63127838048413
1762,709.32,4251.5,134.7605922380879
1763,708.61,4281.2,113.50220876886651
1764,708.61,4319.9,86.25562091866861
1765,707.91,4309.5,67.10663246240055
1766,707.91,4319.8,39.653047050709404
1767,707.21,4243.4,12.69038844214876
1768,707.21,4262.3,-0.40226055147116124
1769,707.21,4280.2,-22.060047863202485
1770,706.5,4266.6,-44.576736058604766
1771,706.35,4197.3,-45.776169960193236
1772,705.65,4202.5,-60.78294402056046
1773,705.65,4219.2,-70.04190042200035
1774,704.95,4221.1,-70.62010054278653
1775,704.95,4221.9,-75.10202177756875
1776,704.24,4203.9,-79.08424039186913
1777,704.24,4206.2,-71.99709502647967
1778,703.54,4221.7,-62.90167245327778
1779,703.54,4213.6,-57.355341637606756
1780,702.84,4151.4,-49.849459575846566
1781,702.84,4144.1,-47.59561119526023
1782,702.13,4081.7,-35.20250819194686
1783,702.13,4092.3,-31.194143799162557
1784,701.43,4103.0,-29.019867024082924
1785,701.43,4103.6,-21.94896642109884
1786,700.72,4067.2,-23.99495052473196
1787,700.57,4058.9,-27.019377597989447
1788,699.87,4032.2,-20.539190558968198
1789,699.87,4041.0,-24.835951352007292
1790,699.17,4062.7,-27.699847597780032
1791,699.17,4101.1,-30.790934075636812
1792,698.46,4087.3,-30.592826627767778
1793,698.46,4085.9,-25.109169944896976
1794,697.76,4089.9,-33.080369356082656
1795,697.76,4120.8,-35.36501572299995
1796,697.76,4146.6,-44.49338354354865
1797,697.06,4165.6,-38.182441722953975
1798,697.06,4168.0,-41.97490966078537
1799,696.35,4177.6,-46.93488360343474
1800,696.35,4243.1,-57.10523555783203
1801,695.65,4256.3,-48.995079997416184
1802,695.65,4298.4,-57.73169291447465
1803,694.94,4308.2,-71.08660937752236
1804,694.94,4285.3,-64.46096578678772
1805,694.24,4211.8,-69.90392322098249
1806,694.09,4188.8,-74.10251702939348
1807,693.39,4171.7,-74.59450417988766
1808,693.39,4130.7,-79.0526518691332
1809,692.68,4084.9,-84.43800706273198
1810,692.68,4093.5,-65.50396051600886
1811,691.98,4071.3,-79.43018238654861
1812,691.98,4060.3,-77.1465061668431
1813,691.27,4038.1,-70.65881580165754
1814,691.27,4031.7,-61.178458499789116
1815,690.57,4053.0,-61.13949809810873
1816,690.57,4125.4,-38.44041170614676
1817,689.87,4187.5,-35.348898801706326
1818,689.87,4168.0,-31.403889280010915
1819,689.16,4149.8,-15.636754011971984
1820,689.16,4150.1,-0.3560022881698086
1821,688.46,4173.7,-3.5854543309943607
1822,688.46,4090.2,0.8052412029751235
1823,688.46,4136.3,0.6377782762420043
1824,687.6,4157.4,0.5666773318364147
1825,687.6,4113.5,12.979417247070398
1826,686.9,4089.0,8.313004187553307
1827,686.9,4049.4,-4.659262604076471
1828,686.2,4052.3,2.6411632075514433
1829,686.2,4062.2,-15.33571297945899
1830,685.49,4129.6,-33.6477537700399
1831,685.49,4093.9,-35.324483155775035
1832,684.79,4103.9,-54.670722753056964
1833,684.79,4127.4,-65.78725692318496
1834,684.08,4094.1,-72.8485311768745
1835,684.08,4200.4,-73.68925977476863
1836,683.38,4203.3,-87.99368279758275
1837,683.38,4148.9,-74.91064115414586
1838,682.68,4171.4,-83.47901898650541
1839,682.68,4187.9,-76.63876548771393
1840,681.82,4181.2,-59.946388186294975
1841,681.82,4164.9,-45.1118737629844
1842,681.82,4174.5,-36.46277682379875
1843,681.11,4175.3,-18.29982424177425
1844,681.11,4159.6,-1.0636258249793755
1845,680.41,4150.0,11.831410063097366
1846,680.41,4132.2,45.28407045550526
1847,679.71,4159.0,51.3565815509114
1848,679.71,4174.2,68.01600489853584
1849,679.0,4158.1,85.86531234349869
1850,679.0,4153.6,90.04134850267852
1851,678.3,4175.2,89.40188695648857
1852,677.59,4128.4,101.21247080885429
1853,677.59,4094.9,98.74895703387696
1854,676.89,4071.0,102.83665757889977
1855,676.89,4062.9,104.15116548554928
1856,676.03,4056.1,100.91189983765864
1857,676.03,4133.9,109.30040290058352
1858,676.03,4114.3,120.96611972252543
1859,675.33,4082.0,124.85465479460575
1860,675.33,4052.1,147.1370549053244
1861,674.63,4060.7,165.12594615318906
1862,674.63,4066.1,178.78415096927984
1863,673.92,4071.5,205.0403332879128
1864,673.92,4093.2,222.7516508778
1865,673.22,4128.6,236.42658599125318
1866,673.22,4125.7,263.8810669862341
1867,672.51,4126.3,284.55653489279223
1868,672.51,4148.4,291.8902279665445
1869,671.81,4157.7,307.4209885550375
1870,671.81,4141.0,323.0781679374014
1871,671.1,4076.2,328.398496930564
1872,670.95,4079.0,333.12521732741845
1873,670.25,4070.0,341.4005511055925
1874,670.25,4057.7,327.1613074666262
1875,669.54,4054.5,330.5360649852965
1876,669.54,4070.0,320.58105565371034
1877,668.84,4101.0,311.41716576473925
1878,668.84,4105.2,311.40213070246017
1879,668.84,4095.9,292.4108078681038
1880,668.13,4155.9,270.35520110745176
1881,668.13,4155.4,258.554002129756
1882,667.43,4181.2,237.05694915179365
1883,667.43,4159.4,205.81379067329635
1884,666.73,4212.8,192.5876858199848
1885,666.73,4270.8,174.9466117483898
1886,666.02,4251.3,130.50653287582904
1887,666.02,4289.7,130.67697631664342
1888,665.16,4255.6,97.12602326046401
1889,665.16,4198.0,73.07668600710565
1890,664.46,4142.6,60.81485795540798
1891,664.46,4087.7,41.584270022707614
1892,663.75,4164.7,17.426405563538587
1893,663.75,4178.8,-11.890436483595682
1894,663.05,4149.1,-35.63914771615235
1895,663.05,4146.2,-56.16493886845491
1896,662.34,4162.3,-70.78400025204988
1897,662.34,4175.0,-92.09001563691083
1898,661.64,4173.4,-107.167448423243
1899,661.64,4143.7,-114.86874078643149
1900,660.94,4124.0,-126.08415917304826
1901,660.94,4096.1,-147.15896253106064
1902,660.23,4102.8,-140.57965587105207
1903,660.23,4107.1,-138.66031719621336
1904,659.53,4088.2,-143.50693144947087
1905,659.53,4126.6,-138.4935623412009
1906,658.67,4212.6,-128.68468760287035
1907,658.67,4181.5,-121.56230128851051
1908,657.96,4208.7,-110.06202189071566
1909,657.96,4256.4,-98.58304275840842
1910,657.96,4268.3,-95.9787764989298
1911,657.26,4255.7,-76.78729968271517
1912,657.26,4141.5,-73.19456520992674
1913,656.55,4138.5,-67.68348867923662
1914,656.55,4166.2,-52.86091021996494
1915,655.85,4172.5,-46.93488980746536
1916,655.85,4163.9,-42.06506474237539
1917,655.15,4155.1,-36.53466293697387
1918,655.15,4144.2,-30.695071418954694
1919,654.44,4142.6,-33.49307293167427
1920,654.44,4151.0,-20.197372573626296
1921,653.74,4114.8,-15.288226509970375
1922,653.58,4076.9,-18.219980327086617
1923,652.88,4119.2,-8.000227584531872
1924,652.88,4103.9,-1.619007149844066
1925,652.17,4109.1,-4.838450331881482
1926,652.17,4097.8,3.244622468358239
1927,651.47,4225.0,3.7900447310885514
1928,651.47,4200.2,12.332721046890624
1929,650.76,4162.7,-2.043149673158391
1930,650.76,4089.5,3.4523831448705096
1931,650.76,4181.0,-6.323309261063503
1932,650.06,4164.4,-3.8775749292457933
1933,650.06,4165.4,-0.5527006661467411
1934,649.35,4151.5,-7.20236562558137
1935,649.35,4148.7,-7.7572582582446135
1936,648.65,4138.5,-6.347684262429828
1937,648.65,4133.0,-9.616526156017837
1938,647.79,4125.7,1.8910835300924693
1939,647.79,4102.9,-3.7367890562618653
1940,647.08,4095.4,-4.979422534603252
1941,647.08,4141.4,-1.1258271300187594
1942,646.38,4198.3,-7.8623841485320956
1943,646.38,4171.7,-5.579815044922038
1944,645.67,4173.4,-11.231458673359613
1945,645.67,4184.9,-8.70635158836821
1946,644.97,4167.1,-26.136084029131798
1947,644.97,4172.0,-28.4817403692579
1948,644.26,4125.2,-45.71541244177805
1949,644.26,4163.8,-50.4441283029541
1950,643.56,4149.4,-66.24295847375456
1951,643.56,4122.4,-78.1502945678407
1952,642.86,4130.4,-94.07989592971505
1953,642.86,4231.1,-112.68891064029677
1954,642.86,4370.8,-126.222669654411
1955,642.15,4387.0,-140.7413218649023
1956,641.99,4338.3,-157.47959770516366
1957,641.29,4277.0,-172.00496320197243
1958,641.29,4280.4,-186.05429652181718
1959,640.58,4325.8,-198.74547675646815
1960,640.58,4334.7,-203.66931497092472
1961,639.88,4259.4,-223.00252098411076
1962,639.88,4203.7,-224.08208308787272
1963,639.17,4195.8,-235.85849669387724
1964,639.17,4194.9,-247.91069130840233
1965,638.47,4201.5,-245.75686517057417
1966,638.47,4209.1,-254.9972193116599
1967,637.77,4272.9,-267.02240731249935
1968,637.77,4160.6,-264.9834400835062
1969,637.06,4123.4,-267.4445120884505
1970,637.06,4068.0,-268.0425573909112
1971,636.36,4066.8,-261.1452786283145
1972,636.36,4053.2,-257.79244953345415
1973,635.65,4065.4,-266.2963890454692
1974,635.49,4070.9,-247.77027537468334
1975,634.79,3988.4,-240.41673388723098
1976,634.79,4003.2,-243.4022100523374
1977,634.08,3972.1,-221.49528922647207
1978,634.08,4007.7,-208.75159441901792
1979,633.38,4070.2,-198.02583669270513
1980,633.38,4053.9,-164.99829977438003
1981,632.67,4091.5,-146.26323220896455
1982,632.67,4097.7,-125.48420070010859
1983,632.67,4102.6,-88.28793313898038
1984,631.97,4083.1,-59.32166712243006
1985,631.97,4061.0,-39.93903868106597
1986,631.26,4048.8,-9.474143200042146
1987,631.26,4044.2,9.548738143031402
1988,630.56,4020.8,18.04919580060266
1989,630.56,4006.2,44.823620847900095
1990,629.69,4012.0,59.018199990727084
1991,629.69,3987.0,58.002018175751374
1992,628.99,3976.5,66.1772524599695
1993,628.99,3963.7,72.98898503931309
1994,628.28,3959.4,62.902126826274596
1995,628.28,3932.6,62.17670709941599
1996,627.58,3896.4,59.483978872280616
1997,627.58,3906.4,46.745750225411115
1998,626.88,3881.0,39.56015551984283
1999,626.88,3885.4,35.379750391069265
2000,626.17,3891.7,20.236393942569048
2001,626.17,3908.0,17.258037916089098
2002,625.47,3887.9,8.025470584469709
2003,625.47,3884.1,3.8230071656690114
2004,625.47,3929.4,5.006126945551159
2005,624.76,3947.1,6.016091749908085
2006,624.76,3917.7,-2.113255413911702
2007,624.06,3900.8,2.5350864541551275
2008,624.06,3897.2,3.0709086567069335
2009,623.19,3888.2,-0.6989875455878334
2010,623.19,3869.4,2.4760041710384186
2011,622.49,3870.2,8.9854815232314
2012,622.49,3883.8,-1.204339664216043
2013,621.78,3894.2,3.137756929990026
2014,621.78,3958.4,-5.334404986341383
2015,621.08,4082.8,-17.28397316904684
2016,621.08,4103.4,-21.65988135425095
2017,620.37,4116.3,-31.869443273561934
2018,620.37,4046.7,-49.32799194754507
2019,619.67,4003.3,-58.497980695493595
2020,619.67,3977.9,-67.12557205290153
2021,618.96,3958.3,-88.01088940539948
2022,618.96,3951.6,-92.63105186386355
2023,618.26,3960.7,-96.74297486376132
2024,618.26,3957.9,-96.92606513172895
2025,617.55,3948.4,-103.77202715357507
2026,617.55,3946.2,-98.69113855605339
2027,616.85,3920.2,-101.96793720173162
2028,616.68,3907.1,-92.72164294642798
2029,616.68,3871.4,-88.84061326142978
2030,615.98,3865.0,-88.4752731900394
2031,615.98,3867.5,-76.87967111855403
2032,615.28,3854.8,-71.91001203643668
2033,615.28,3844.0,-68.58470734417881
2034,614.57,3821.6,-47.545530276532745
2035,614.57,3806.3,-37.58073420526071
2036,613.87,3779.4,-32.943929935554664
2037,613.87,3789.8,-18.28434443841812
2038,613.16,3782.0,-5.193476293124338
2039,613.16,3769.4,6.835184428209274
2040,612.46,3806.9,17.98839003991303
2041,612.46,3797.4,24.81104706132633
2042,611.75,3774.9,26.951040887787997
2043,611.75,3770.2,41.44268058795262
2044,610.88,3772.2,52.188116547992266
2045,610.88,3807.7,49.679445669179074
2046,610.18,3833.1,57.07483739398448
2047,610.18,3894.6,62.42139316323593
2048,609.47,3883.8,51.96042242362816
2049,609.47,3876.4,57.1681791491565
2050,608.77,3869.6,56.555116950448266
2051,608.77,3855.5,38.55510790528909
2052,608.06,3854.1,43.16999551259938
2053,608.06,3827.1,36.234143776498335
2054,607.36,3833.0,23.567583654203805
2055,607.36,3801.2,19.222583429875428
2056,606.66,3788.6,15.599744297392201
2057,606.66,3777.6,9.257936687208609
2058,605.95,3785.9,13.419250528418814
2059,605.95,3784.6,17.923889928690436
2060,605.08,3790.6,16.13677099842668
2061,605.08,3793.8,26.762288796206533
2062,604.37,3795.7,34.691804900254624
2063,604.37,3792.2,36.12652456916447
2064,603.67,3797.9,51.63801947744951
2065,603.67,3838.6,62.899153628373035
2066,602.97,3865.7,66.74221471429837
2067,602.97,3895.5,62.36344066914914
2068,602.97,3910.7,65.23415161085903
2069,602.26,3905.2,51.75755894056822
2070,602.26,3877.0,57.02987293821252
2071,601.56,3895.6,50.27622459694325
2072,601.56,3868.0,33.736908250636375
2073,600.85,3879.2,30.98450106333794
2074,600.85,3927.6,21.099486445367784
2075,599.98,3919.7,1.0255214413942142
2076,599.98,3888.5,1.7518618518328166
2077,599.27,3924.3,-10.547766160523668
2078,599.27,3909.3,-34.87597676608366
2079,598.57,3899.4,-33.004232502255064
2080,598.57,3887.1,-41.85655289262152
2081,597.86,4002.8,-56.6721580164068
2082,597.86,4018.9,-52.53695936067692
2083,597.16,4068.5,-46.33019643087198
2084,597.16,4043.9,-59.15444204554354
2085,596.46,4048.9,-57.94713313109174
2086,596.46,4037.2,-61.71108706013211
2087,595.75,3995.9,-75.51478037709336
2088,595.75,4007.5,-76.1548459573915
2089,595.05,4038.3,-86.1808811395345
2090,594.88,4044.8,-97.60198673726151
2091,594.17,4027.3,-100.83471885548742
2092,594.17,3954.7,-114.95848542116093
2093,593.47,3981.9,-130.33923523946078
2094,593.47,4046.0,-135.96726901581073
2095,592.76,3989.6,-137.08329687404694
2096,592.76,3957.6,-146.0787948993074
2097,592.76,4024.2,-145.62889817213582
2098,592.06,4021.2,-138.6307529345463
2099,592.06,3955.8,-140.4335189111303
2100,591.35,3948.2,-132.48795116510314
2101,591.35,3960.3,-113.75661010965341
2102,590.65,3974.7,-104.29590884095822
2103,590.65,3960.5,-80.7727503673421
2104,589.94,3964.2,-49.875062688622975
2105,589.94,3894.1,-34.279407517905405
2106,589.24,3884.7,1.0236398826171254
2107,589.07,3871.8,38.72884975971111
2108,588.36,3869.8,54.28180465218908
2109,588.36,3877.4,94.70653290382117
2110,587.66,3921.2,129.43010245595838
2111,587.66,3919.7,156.14134435837352
2112,586.95,3966.9,189.94325562768304
2113,586.95,3996.9,212.72943218515366
2114,586.25,3931.3,229.97792360816732
2115,586.25,3912.6,254.7504272026839
2116,585.55,3905.7,273.12085432757743
2117,585.55,3932.6,288.93317797710364
2118,584.84,3943.4,316.0836890772278
2119,584.84,3945.3,324.7024480251558
2120,584.14,3889.8,344.4552950166297
2121,584.14,3896.4,355.9436845548828
2122,583.43,3930.9,374.02505560858117
2123,583.43,3908.2,380.29162320613455
2124,582.73,3989.3,395.01370737552827
2125,582.55,3975.5,407.68139949298643
2126,581.85,3978.1,411.04524395608587
2127,581.85,3915.4,418.85637628804443
2128,581.15,3876.5,422.6217732217055
2129,581.15,3842.9,411.73211110191704
2130,581.15,3830.6,409.88856662381704
2131,580.44,3928.3,406.5816120793527
2132,580.44,3939.4,384.4160188821038
2133,579.74,3907.7,363.99649470535286
2134,579.74,3911.5,335.4698073241027
2135,579.03,3908.4,297.7503111775907
2136,579.03,3997.8,264.322538527006
2137,578.33,3964.6,219.01612540687478
2138,578.33,3928.4,161.68597514286603
2139,577.62,3930.5,119.1820872414728
2140,577.62,3947.7,79.68978724575635
2141,576.74,4035.6,20.69718736246996
2142,576.74,4087.9,-25.89070473264511
2143,576.04,4028.5,-68.52742860410585
2144,576.04,4009.4,-117.28284728731376
2145,575.33,4077.9,-143.83073109804457
2146,575.33,4040.9,-169.03010268075607
2147,574.63,4059.3,-196.804059162195
2148,574.63,4053.6,-205.55658641485968
2149,573.93,4065.7,-209.3732336290689
2150,573.93,4134.0,-210.39019294400023
2151,573.22,4127.1,-200.52650026615734
2152,573.22,4044.2,-171.5500552503741
2153,572.52,4038.9,-155.21671014044878
2154,572.52,4004.1,-123.94615143097452
2155,571.81,3977.4,-86.48376717105161
2156,571.64,3942.5,-44.42798408166805
2157,570.93,3908.1,-0.6607936550525437
2158,570.93,3895.8,43.3315013429056
2159,570.23,4020.8,74.69343599609614
2160,570.23,4004.0,111.0996546373086
2161,569.52,3954.9,147.17842697739584
2162,569.52,3921.6,172.45852043394098
2163,568.82,3897.9,205.95978272877193
2164,568.82,3920.9,230.78232234370222
2165,568.11,3915.8,250.57835303507773
2166,568.11,3896.5,271.8828774951963
2167,567.41,3883.1,284.11752047880674
2168,567.41,3926.8,292.61101486053286
2169,566.7,3913.4,307.1632948222903
2170,566.7,3943.8,313.5788405187484
2171,565.82,3999.1,304.4989233797595
2172,565.82,4015.6,306.47790971388895
2173,565.12,3956.1,304.25515870825654
2174,565.12,3907.9,284.85841337824763
2175,564.41,3874.5,274.40788265464835
2176,564.41,3850.6,261.3986050612549
2177,563.71,3848.5,235.67808842493196
2178,563.71,3869.6,215.1693058327844
2179,563.0,3847.7,189.30796124256275
2180,563.0,3825.2,156.90371749942489
2181,562.3,3832.0,133.83739843195679
2182,562.3,3905.8,102.78006136599971
2183,561.6,3912.1,70.2588466965432
2184,561.6,3893.5,48.720419865729546
2185,560.89,3876.0,21.16625135840492
